band,original_band,other_bands,event_type,event_date,event_day,event_month,event_year,iso_country,iso_subdivision,lat_dd,lon_dd,coordinates_precision_code,band_type_code,species_name,species_id,bird_status,extra_info_code,age_code,sex_code,permit,band_status_code,how_obtained_code,who_obtained_code,reporting_method,present_condition,min_age_at_enc,record_source,species_scientific_name
B58999737513,B58999737513,,B,6/27/16,27,6,2016,US,US-VA,36.91667,-76.08333,10,42,Osprey,3640,3,1,4,0,P7747959,0,,,,,,B,Pandion haliaetus
B58999737513,B58999737513,,E,8/31/16,31,8,2016,US,US-VA,36.91681,-75.99965,11,42,Osprey,3640,,,,,,,29,21,13,7,0.17,E,Pandion haliaetus
B58999737597,B58999737597,,B,6/27/16,27,6,2016,US,US-VA,36.91667,-76.08333,10,42,Osprey,3640,3,1,4,0,P7747959,0,,,,,,B,Pandion haliaetus
B58999737597,B58999737597,,E,3/20/22,20,3,2022,US,US-VA,36.90689,-76.0551,11,42,OSPREY,3640,,,,,,,29,21,13,13,5.75,E,Pandion haliaetus
B58999745424,B58999745424,,B,7/2/14,2,7,2014,US,US-MD,38.41667,-76.58333,10,42,Osprey,3640,3,33,4,0,P7728612,0,,,,,,B,Pandion haliaetus
B58999745424,B58999745424,,E,1/4/16,4,1,2016,US,US-FL,26.12231,-80.14338,11,42,OSPREY,3640,,,,,,,26,21,61,10,1.58,E,Pandion haliaetus
B58999751655,B58999751655,,B,7/18/18,18,7,2018,US,US-ID,44.58333,-116.08333,10,42,Osprey,3640,3,19,4,0,P4748214,0,,,,,,B,Pandion haliaetus
B58999751655,B58999751655,,E,10/19/18,19,10,2018,MX,,25.25,-97.41667,10,42,PANDION HALIAETUS,3640,,,,,,,29,21,13,7,0.33,E,Pandion haliaetus
B58999751731,B58999751731,,B,8/10/17,10,8,2017,US,US-ID,44.58333,-116.08333,10,42,Osprey,3640,3,19,4,0,P4748214,0,,,,,,B,Pandion haliaetus
B58999751731,B58999751731,,E,11/26/17,26,11,2017,US,US-NM,35.36533,-103.41079,11,42,Osprey,3640,,,,,,,45,22,7,4,0.42,E,Pandion haliaetus
B58999752137,B58999752137,,B,7/14/16,14,7,2016,US,US-MT,46.91667,-114.08333,10,42,Osprey,3640,3,19,4,0,P7722012,0,,,,,,B,Pandion haliaetus
B58999752137,B58999752137,,E,5/1/19,1,5,2019,US,US-MT,46.50992,-114.09316,11,42,Hawk,3640,,,,,P5715527,,50,23,7,4,,E,Pandion haliaetus
B58999752557,B58999752557,,B,7/17/14,17,7,2014,US,US-MD,38.75,-76.41667,10,42,Osprey,3640,5,33,4,0,P7728612,0,,,,,,B,Pandion haliaetus
B58999752557,B58999752557,,E,7/18/14,18,7,2014,US,US-MD,38.76706,-76.38162,11,42,Osprey,3640,,,,,,,24,21,7,4,0.08,E,Pandion haliaetus
B58999753817,B58999753817,,B,7/15/14,15,7,2014,US,US-MD,38.58333,-76.58333,10,42,Osprey,3640,3,33,4,0,P7728612,0,,,,,,B,Pandion haliaetus
B58999753817,B58999753817,,E,9/11/14,11,9,2014,US,US-NC,34.58333,-77.41667,10,42,Osprey,3640,,,,,,,62,21,7,4,0.25,E,Pandion haliaetus
B58999780557,B58999780557,,B,7/1/15,1,7,2015,US,US-NJ,40.08333,-74.08333,10,42,Osprey,3640,3,1,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B58999780557,B58999780557,,E,6/23/20,23,6,2020,US,US-NJ,39.41667,-74.41667,10,42,OSPREY,3640,,,,,P9719515,,29,23,13,7,5,E,Pandion haliaetus
B58999780557,B58999780557,,E,7/6/21,6,7,2021,US,US-NJ,39.41667,-74.41667,10,42,OSPREY,3640,,,,,P9719515,,29,23,13,7,6.08,E,Pandion haliaetus
B58999785265,B58999785265,,B,7/25/14,25,7,2014,US,US-NJ,39.25,-74.91667,10,42,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B58999785265,B58999785265,,E,4/14/15,14,4,2015,US,US-NJ,40.75,-74.91667,10,42,osprey,3640,,,,,,,50,21,7,5,,E,Pandion haliaetus
B58999795589,B58999795589,,B,6/28/16,28,6,2016,US,US-MN,45.08333,-93.25,10,42,Osprey,3640,3,0,4,0,P7733087,0,,,,,,B,Pandion haliaetus
B58999795589,B58999795589,,E,12/4/16,4,12,2016,CR,,9.15,-83.75,11,42,AGUILA PESCADORA,3640,,,,,,,28,21,7,10,0.5,E,Pandion haliaetus
B59019605500,B59019605500,,B,6/22/09,22,6,2009,US,US-NJ,39.25,-74.91667,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B59019605500,B59019605500,,E,4/12/20,12,4,2020,US,US-NJ,39.41492,-75.06257,11,2,OSPREY,3640,,,,,,,26,21,7,7,10.83,E,Pandion haliaetus
B59019635261,B59019635261,,B,6/26/12,26,6,2012,US,US-NJ,39.58333,-74.41667,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B59019635261,B59019635261,,E,4/11/18,11,4,2018,US,US-NJ,39.25,-74.91667,10,2,osprey,3640,,,,,,,0,21,7,4,5.83,E,Pandion haliaetus
B59019635599,B59019635599,,B,6/30/11,30,6,2011,US,US-NJ,39.58333,-74.41667,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B59019635599,B59019635599,,E,5/23/13,23,5,2013,US,US-NJ,39.90929,-74.15486,11,2,UNKNOWN,3640,,,,,,,45,21,61,4,1.92,E,Pandion haliaetus
B59019635740,B59019635740,,B,6/23/11,23,6,2011,US,US-NJ,39.25,-74.58333,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B59019635740,B59019635740,,E,5/6/21,6,5,2021,US,US-VA,37.85318,-75.47409,11,2,OSPREY,3640,,,,,,,54,21,7,4,9.92,E,Pandion haliaetus
B59019711517,B59019711517,,B,3/12/08,12,3,2008,US,US-FL,25.08333,-80.58333,10,2,Osprey,3640,3,18,4,0,P7710491,0,,,,,,B,Pandion haliaetus
B59019711517,B59019711517,,E,6/12/08,12,6,2008,US,US-FL,26.58333,-81.91667,10,2,UNKNOWN,3640,,,,,,,1,21,61,4,0.25,E,Pandion haliaetus
B59019715341,B59019715341,,B,7/5/06,5,7,2006,US,US-MN,45.08333,-93.58333,10,2,Osprey,3640,3,19,4,0,P7733087,0,,,,,,B,Pandion haliaetus
B59019715341,B59019715341,,E,4/30/21,30,4,2021,US,US-MN,44.91667,-93.75,10,2,Osprey,3640,,,,,,,29,21,13,13,14.83,E,Pandion haliaetus
B59019715665,B59019715665,,B,7/6/07,6,7,2007,US,US-MN,45.08333,-92.75,10,2,Osprey,3640,3,1,4,0,P7733087,0,,,,,,B,Pandion haliaetus
B59019715665,B59019715665,,E,8/9/13,9,8,2013,US,US-MN,45.75,-93.08333,10,2,Osprey,3640,,,,,,,29,21,13,7,6.17,E,Pandion haliaetus
B59019725340,B59019725340,,B,6/29/20,29,6,2020,US,US-MA,41.58333,-71.08333,10,2,Osprey,3640,3,0,4,0,P9969029,0,,,,,,B,Pandion haliaetus
B59019725340,B59019725340,,E,3/6/21,6,3,2021,TT,,10.45,-61.46224,11,2,OSPREY,3640,,,,,,,54,21,7,10,0.75,E,Pandion haliaetus
B59019752459,B59019752459,,B,7/5/08,5,7,2008,US,US-MI,44.41667,-84.75,10,2,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B59019752459,B59019752459,,E,8/22/08,22,8,2008,US,US-IL,41.25,-87.58333,10,2,HAWK,3640,,,,,,,0,21,61,4,0.17,E,Pandion haliaetus
B59019752537,B59019752537,,B,6/30/08,30,6,2008,US,US-MI,44.41667,-84.75,10,2,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B59019752537,B59019752537,,E,7/19/16,19,7,2016,US,US-NY,43.41225,-76.37893,11,2,Osprey,3640,,,,,,,45,21,61,10,8.08,E,Pandion haliaetus
B59019753253,B59019753253,,B,7/3/08,3,7,2008,US,US-NY,40.58333,-73.58333,10,2,Osprey,3640,3,0,4,0,P6965809,0,,,,,,B,Pandion haliaetus
B59019753253,B59019753253,,E,4/23/18,23,4,2018,US,US-NC,35.91667,-75.58333,10,2,Hawk,3640,,,,,,,0,21,7,4,9.83,E,Pandion haliaetus
B59019753491,B59019753491,,B,7/2/08,2,7,2008,US,US-NY,40.58333,-73.75,10,2,Osprey,3640,3,0,4,0,P6965809,0,,,,,,B,Pandion haliaetus
B59019753491,B59019753491,,E,4/13/14,13,4,2014,US,US-VA,36.91667,-76.41667,10,2,Osprey,3640,,,,,P7747959,,66,23,7,7,5.83,E,Pandion haliaetus
B59019754559,B59019754559,,B,7/15/08,15,7,2008,US,US-MA,41.58333,-71.08333,10,2,Osprey,3640,3,0,4,0,P9969029,0,,,,,,B,Pandion haliaetus
B59019754559,B59019754559,,E,6/17/12,17,6,2012,US,US-MA,41.58333,-71.08333,10,2,OSPREY,3640,,,,,,,0,21,61,4,4,E,Pandion haliaetus
B59019754855,B59019754855,,B,7/15/09,15,7,2009,US,US-MA,41.58333,-71.08333,10,2,Osprey,3640,3,0,4,0,P9969029,0,,,,,,B,Pandion haliaetus
B59019754855,B59019754855,,E,5/19/14,19,5,2014,US,US-MA,41.52233,-71.06871,11,2,Osprey,3640,,,,,,,66,23,7,7,4.92,E,Pandion haliaetus
B59019755189,B59019755189,,B,7/2/08,2,7,2008,US,US-MA,41.58333,-71.08333,10,2,Osprey,3640,3,0,4,0,P9969029,0,,,,,,B,Pandion haliaetus
B59019755189,B59019755189,,E,5/17/19,17,5,2019,US,US-MA,41.58333,-71.08333,10,2,Osprey,3640,,,,,P6967729,,53,23,7,7,10.92,E,Pandion haliaetus
B59019755510,B59019755510,,B,6/13/08,13,6,2008,US,US-MA,41.58333,-71.08333,10,2,Osprey,3640,3,0,1,0,P9969029,0,,,,,,B,Pandion haliaetus
B59019755510,B59019755510,,E,8/23/17,23,8,2017,US,US-RI,41.58333,-71.41667,10,2,Osprey,3640,,,,,,,44,22,7,5,10.17,E,Pandion haliaetus
B59019755731,B59019755731,,B,7/4/08,4,7,2008,US,US-MA,41.58333,-71.08333,10,2,Osprey,3640,3,0,4,0,P9969029,0,,,,,,B,Pandion haliaetus
B59019755731,B59019755731,,E,9/21/17,21,9,2017,US,US-RI,41.5101,-71.17116,11,2,Unknown,3640,,,,,,,98,21,7,2,,E,Pandion haliaetus
B59019765660,B59019765660,,B,7/2/09,2,7,2009,US,US-MA,42.08333,-70.75,10,2,Osprey,3640,3,0,4,0,P1715999,0,,,,,,B,Pandion haliaetus
B59019765660,B59019765660,,E,4/15/12,15,4,2012,US,US-SC,34.75,-80.75,10,2,HAWK,3640,,,,,,,0,21,61,4,2.83,E,Pandion haliaetus
B59019774550,B59019774550,,B,6/30/08,30,6,2008,US,US-NY,40.58333,-73.75,10,2,Osprey,3640,3,0,4,0,P6965809,0,,,,,,B,Pandion haliaetus
B59019774550,B59019774550,,E,4/12/14,12,4,2014,US,US-NY,40.70621,-73.61874,11,2,Unknown,3640,,,,,,,98,21,7,2,,E,Pandion haliaetus
B59019775025,B59019775025,,B,7/11/07,11,7,2007,US,US-NY,40.58333,-73.75,10,2,Osprey,3640,3,0,4,0,P6965809,0,,,,,,B,Pandion haliaetus
B59019775025,B59019775025,,E,8/25/07,25,8,2007,US,US-NC,35.25,-80.91667,10,2,OSPREY,3640,,,,,,,3,21,7,7,0.17,E,Pandion haliaetus
B59019775025,B59019775025,,E,8/30/07,30,8,2007,US,US-NC,35.25,-80.91667,10,2,Unknown,3640,,,,,,,3,23,7,10,0.17,E,Pandion haliaetus
B59019777519,B59019777519,,B,7/5/18,5,7,2018,US,US-WI,44.25,-88.91667,10,2,Osprey,3640,3,1,4,0,P7714184,0,,,,,,B,Pandion haliaetus
B59019777519,B59019777519,,E,4/30/21,30,4,2021,US,US-WI,44.25,-88.91667,10,2,Osprey,3640,,,,,P7714184,,29,23,7,13,2.83,E,Pandion haliaetus
B59049775747,B59049775747,,B,6/28/99,28,6,1999,US,US-DE,38.91667,-75.25,10,1,Osprey,3640,3,33,4,0,P9981181,0,,,,,,B,Pandion haliaetus
B59049775747,B59049775747,,E,10/99/1999,99,10,1999,CU,,20.58333,-76.58333,10,1,,3640,,,,,,,1,21,1,3,0.33,E,Pandion haliaetus
B59055087157,B59055087157,,B,9/2/75,2,9,1975,US,US-PA,40.91667,-80.08333,10,11,Osprey,3640,4,0,2,0,P6968717,0,,,,,,B,Pandion haliaetus
B59055087157,B59055087157,,E,04/99/1976,99,4,1976,US,US-PA,40.91667,-80.08333,10,11,,3640,,,,,,,50,21,1,4,,E,Pandion haliaetus
B59189592129,B59189592129,,B,6/29/98,29,6,1998,US,US-MD,38.08333,-76.08333,10,4,Osprey,3640,3,0,4,0,P4994529,0,,,,,,B,Pandion haliaetus
B59189592129,B59189592129,,E,8/31/98,31,8,1998,US,US-VA,37.75,-76.25,10,4,,3640,,,,,,,0,21,1,3,0.17,E,Pandion haliaetus
B59189592362,B59189592362,,B,6/29/98,29,6,1998,US,US-VA,37.91667,-75.91667,10,4,Osprey,3640,3,0,4,0,P4994529,0,,,,,,B,Pandion haliaetus
B59189592362,B59189592362,,E,8/12/98,12,8,1998,US,US-VA,37.91667,-75.75,10,4,,3640,,,,,,,0,21,1,3,0.17,E,Pandion haliaetus
B59209987512,B59209987512,,B,6/20/85,20,6,1985,US,US-NJ,39.75,-74.08333,10,11,Osprey,3640,3,0,4,0,P9980978,0,,,,,,B,Pandion haliaetus
B59209987512,B59209987512,,E,7/3/96,3,7,1996,US,US-NY,40.91667,-73.41667,10,11,,3640,,,,,,,0,21,1,3,11.08,E,Pandion haliaetus
B59299017599,B59299017599,,B,7/10/94,10,7,1994,US,US-MI,44.41667,-84.58333,10,12,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B59299017599,B59299017599,,E,1/5/95,5,1,1995,US,US-MI,42.91667,-84.91667,10,12,,3640,,,,,,,50,22,1,5,,E,Pandion haliaetus
B59299052219,B59299052219,,B,6/15/96,15,6,1996,US,US-MD,38.08333,-76.41667,10,12,Osprey,3640,3,0,4,0,P7737487,0,,,,,,B,Pandion haliaetus
B59299052219,B59299052219,,E,4/27/19,27,4,2019,US,US-MD,38.14104,-76.33439,11,12,Unknown,3640,,,,,,,98,21,7,2,,E,Pandion haliaetus
B59299053972,B59299053972,,B,7/2/97,2,7,1997,US,US-NJ,39.08333,-74.75,10,12,Osprey,3640,3,25,6,5,P9719515,0,,,,,,B,Pandion haliaetus
B59299053972,B59299053972,,E,6/22/98,22,6,1998,US,US-NJ,39.25,-74.91667,10,12,,3640,,,,,,,66,22,2,7,3,E,Pandion haliaetus
B59299053972,B59299053972,,E,6/17/99,17,6,1999,US,US-NJ,39.25,-74.91667,10,12,,3640,,,,,,,66,21,1,7,4,E,Pandion haliaetus
B59299056056,B59299056056,,B,6/25/98,25,6,1998,US,US-MD,38.75,-76.75,10,12,Osprey,3640,3,0,4,0,P1741087,0,,,,,,B,Pandion haliaetus
B59299056056,B59299056056,,E,6/24/05,24,6,2005,US,US-OH,40.25,-82.91667,10,12,,3640,,,,,,,66,23,6,7,7,E,Pandion haliaetus
B59299056450,B59299056450,,B,6/24/96,24,6,1996,US,US-MD,38.58333,-76.75,10,12,Osprey,3640,3,0,4,0,P1741087,0,,,,,,B,Pandion haliaetus
B59299056450,B59299056450,,E,03/77/1998,77,3,1998,US,US-MD,38.58333,-76.58333,10,12,,3640,,,,,,,1,23,1,5,,E,Pandion haliaetus
B59299057819,B59299057819,,B,6/23/98,23,6,1998,US,US-MD,38.41667,-77.08333,10,12,Osprey,3640,3,0,4,0,P1741087,0,,,,,,B,Pandion haliaetus
B59299057819,B59299057819,,E,7/19/01,19,7,2001,US,US-MD,38.58333,-76.91667,10,12,,3640,,,,,,,3,20,6,10,3.08,E,Pandion haliaetus
B59299057892,B59299057892,,B,6/23/98,23,6,1998,US,US-MD,38.41667,-77.08333,10,12,Osprey,3640,3,0,4,0,P1741087,0,,,,,,B,Pandion haliaetus
B59299057892,B59299057892,,E,4/26/10,26,4,2010,US,US-MD,38.58333,-77.08333,10,12,EAGLE,3640,,,,,,,50,21,61,4,,E,Pandion haliaetus
B59299058059,B59299058059,,B,6/27/99,27,6,1999,US,US-NJ,39.25,-74.91667,10,12,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B59299058059,B59299058059,,E,4/15/05,15,4,2005,US,US-NJ,40.58333,-74.08333,10,12,,3640,,,,,,,0,21,6,3,5.83,E,Pandion haliaetus
B59299065900,B59299065900,,B,7/12/95,12,7,1995,US,US-ID,47.58333,-116.58333,10,12,Osprey,3640,3,0,4,0,P6969709,0,,,,,,B,Pandion haliaetus
B59299065900,B59299065900,,E,9/4/95,4,9,1995,US,US-ID,42.58333,-114.75,10,12,,3640,,,,,,,0,22,1,4,0.25,E,Pandion haliaetus
B59299157572,B59299157572,,B,7/11/97,11,7,1997,US,US-MI,44.41667,-84.58333,10,5,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B59299157572,B59299157572,,E,5/17/00,17,5,2000,US,US-MI,44.91667,-83.91667,10,5,,3640,,,,,,,66,23,1,7,2.92,E,Pandion haliaetus
B59299195425,B59299195425,,B,7/25/01,25,7,2001,US,US-NH,44.58333,-71.25,10,5,Osprey,3640,3,18,4,0,P8718287,0,,,,,,B,Pandion haliaetus
B59299195425,B59299195425,,E,9/3/01,3,9,2001,US,US-NH,44.08333,-71.25,10,5,,3640,,,,,,,3,20,1,10,0.25,E,Pandion haliaetus
B59299322559,B59299322559,,B,7/17/05,17,7,2005,US,US-ID,47.75,-116.75,10,2,Osprey,3640,3,0,2,0,P6969709,0,,,,,,B,Pandion haliaetus
B59299322559,B59299322559,,E,6/16/08,16,6,2008,US,US-ID,47.41667,-116.75,10,2,OSPREY,3640,,,,,,,3,23,7,10,3,E,Pandion haliaetus
B59299325345,B59299325345,,B,6/30/06,30,6,2006,US,US-NJ,39.75,-74.08333,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B59299325345,B59299325345,,E,10/3/08,3,10,2008,US,US-VI,17.75,-64.75,10,2,OSPREY,3640,,,,,,,0,21,61,5,2.33,E,Pandion haliaetus
B59299325743,B59299325743,,B,7/8/08,8,7,2008,US,US-NJ,40.41667,-74.25,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B59299325743,B59299325743,,E,5/15/13,15,5,2013,US,US-NY,40.58333,-73.91667,10,2,Osprey,3640,,,,,P9966249,,53,23,7,7,4.92,E,Pandion haliaetus
B59299352852,B59299352852,,B,8/5/03,5,8,2003,US,US-WI,42.91667,-88.08333,10,2,Osprey,3640,4,85,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B59299352852,B59299352852,,E,8/20/03,20,8,2003,US,US-IA,41.25,-93.08333,10,2,,3640,,,,,,,0,22,6,5,0.17,E,Pandion haliaetus
B59299358853,B59299358853,,B,6/27/03,27,6,2003,US,US-CT,41.25,-72.25,10,2,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B59299358853,B59299358853,,E,8/2/16,2,8,2016,US,US-CT,41.31593,-72.32897,11,2,OSPREY,3640,,,,,,,3,21,61,10,13.17,E,Pandion haliaetus
B59299365189,B59299365189,,B,7/16/03,16,7,2003,US,US-MN,45.08333,-93.08333,10,2,Osprey,3640,4,19,4,0,P0740540,0,,,,,,B,Pandion haliaetus
B59299365189,B59299365189,,E,1/22/06,22,1,2006,MX,,17.75,-91.75,10,2,OSPREY,3640,,,,,,,26,21,62,5,2.58,E,Pandion haliaetus
B59299399519,B59299399519,,B,6/22/05,22,6,2005,US,US-NJ,39.75,-74.08333,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B59299399519,B59299399519,,E,9/20/05,20,9,2005,US,US-NJ,39.91667,-74.25,10,2,OSPREY,3640,,,,,,,3,21,6,7,0.25,E,Pandion haliaetus
B59299415505,B59299415505,,B,6/22/04,22,6,2004,US,US-MD,38.25,-76.41667,10,2,Osprey,3640,3,0,4,0,P1741087,0,,,,,,B,Pandion haliaetus
B59299415505,B59299415505,,E,4/18/07,18,4,2007,US,US-MD,38.41667,-76.41667,10,2,OSPREY,3640,,,,,,,0,21,61,3,2.83,E,Pandion haliaetus
B59299415662,B59299415662,,B,6/27/11,27,6,2011,US,US-DE,38.58333,-75.08333,10,2,Osprey,3640,3,0,4,0,P1741087,0,,,,,,B,Pandion haliaetus
B59299415662,B59299415662,,E,03/99/2013,99,3,2013,CO,,5.28333,-68.06667,11,2,Pandion haliaetus,3640,,,,,,,1,22,12,5,1.75,E,Pandion haliaetus
B59299425025,B59299425025,,B,7/14/13,14,7,2013,US,US-MI,44.91667,-83.91667,10,2,Osprey,3640,3,1,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B59299425025,B59299425025,,E,9/6/13,6,9,2013,US,US-MI,43.75,-84.25,10,2,Osprey,3640,,,,,,,13,21,7,4,0.25,E,Pandion haliaetus
B59299425109,B59299425109,,B,6/29/13,29,6,2013,US,US-MI,44.41667,-84.75,10,2,Osprey,3640,3,1,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B59299425109,B59299425109,,E,9/4/13,4,9,2013,US,US-MN,46.08373,-92.94437,11,2,FALCON,3640,,,,,,,0,21,61,5,0.25,E,Pandion haliaetus
B59299435429,B59299435429,,B,7/3/05,3,7,2005,US,US-MI,44.41667,-84.91667,10,2,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B59299435429,B59299435429,,E,4/19/07,19,4,2007,US,US-GA,33.25,-82.58333,10,2,OSPREY,3640,,,,,,,0,21,61,5,1.83,E,Pandion haliaetus
B59299435822,B59299435822,,B,7/14/06,14,7,2006,US,US-MI,44.91667,-83.91667,10,2,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B59299435822,B59299435822,,E,6/13/09,13,6,2009,US,US-MI,44.91667,-83.75,10,2,OSPREY,3640,,,,,,,10,23,7,5,3,E,Pandion haliaetus
B59299455099,B59299455099,,B,6/23/18,23,6,2018,US,US-MD,39.25,-75.91667,10,2,Osprey,3640,3,0,4,0,P4749749,0,,,,,,B,Pandion haliaetus
B59299455099,B59299455099,,E,99/99/2021,99,99,2021,VE,,3.08333,-65.25,10,2,Hawk,3640,,,,,,,1,21,7,5,2.58,E,Pandion haliaetus
B59299456456,B59299456456,,B,7/1/05,1,7,2005,US,US-NY,40.58333,-73.58333,10,2,Osprey,3640,3,0,4,0,P6965809,0,,,,,,B,Pandion haliaetus
B59299456456,B59299456456,,E,6/15/12,15,6,2012,US,US-NY,40.63983,-73.77874,11,2,Osprey,3640,,,,,,,39,21,7,5,7,E,Pandion haliaetus
B59299456779,B59299456779,,B,7/6/06,6,7,2006,US,US-NY,40.58333,-73.58333,10,2,Osprey,3640,3,0,4,0,P6965809,0,,,,,,B,Pandion haliaetus
B59299456779,B59299456779,,E,9/25/12,25,9,2012,DO,,18.36667,-71.50144,11,2,Guaraguao,3640,,,,,,,1,21,61,5,6.25,E,Pandion haliaetus
B59299485029,B59299485029,,B,7/7/05,7,7,2005,US,US-MN,44.75,-93.41667,10,2,Osprey,3640,3,1,4,0,P7733087,0,,,,,,B,Pandion haliaetus
B59299485029,B59299485029,,E,4/17/19,17,4,2019,US,US-MN,44.91667,-93.58333,10,2,Osprey,3640,,,,,,,3,21,7,10,13.83,E,Pandion haliaetus
B59299485505,B59299485505,,B,7/5/05,5,7,2005,US,US-MN,44.91667,-93.75,10,2,Osprey,3640,3,19,4,0,P7733087,0,,,,,,B,Pandion haliaetus
B59299485505,B59299485505,,E,7/30/15,30,7,2015,US,US-MN,44.9383,-93.71774,11,2,osprey,3640,,,,,,,3,21,7,5,10.08,E,Pandion haliaetus
B59299485519,B59299485519,,B,6/29/05,29,6,2005,US,US-MN,45.08333,-93.58333,10,2,Osprey,3640,3,1,4,0,P7733087,0,,,,,,B,Pandion haliaetus
B59299485519,B59299485519,,E,5/24/07,24,5,2007,US,US-MN,45.08333,-93.58333,10,2,UNKNOWN,3640,,,,,,,98,21,61,2,,E,Pandion haliaetus
B59299498559,B59299498559,,B,6/30/07,30,6,2007,US,US-CT,41.25,-72.75,10,2,Osprey,3640,3,33,4,0,P2722272,0,,,,,,B,Pandion haliaetus
B59299498559,B59299498559,,E,8/16/19,16,8,2019,US,US-RI,41.58333,-71.41667,10,2,Osprey,3640,,,,,,,44,22,7,5,12.17,E,Pandion haliaetus
B59299625346,B59299625346,,B,6/21/95,21,6,1995,US,US-MD,38.58333,-76.75,10,12,Osprey,3640,3,0,4,0,P1741087,0,,,,,,B,Pandion haliaetus
B59299625346,B59299625346,,E,8/18/97,18,8,1997,US,US-MD,38.58333,-76.58333,10,12,,3640,,,,,,,0,23,1,3,2.17,E,Pandion haliaetus
B59299629512,B59299629512,,B,7/14/94,14,7,1994,US,US-NJ,38.91667,-74.91667,10,12,Osprey,3640,3,0,4,0,P9980978,0,,,,,,B,Pandion haliaetus
B59299629512,B59299629512,,E,8/23/96,23,8,1996,US,US-NJ,39.91667,-74.5,33,12,,3640,,,,,,,1,22,1,3,2.17,E,Pandion haliaetus
B59299654554,B59299654554,,B,6/26/95,26,6,1995,US,US-MA,41.58333,-71.08333,10,12,Osprey,3640,3,0,4,0,P6967216,0,,,,,,B,Pandion haliaetus
B59299654554,B59299654554,,E,7/19/98,19,7,1998,US,US-NJ,39.75,-75.41667,10,12,,3640,,,,,,,39,23,6,5,3.08,E,Pandion haliaetus
B59299675519,B59299675519,,B,7/9/00,9,7,2000,US,US-ID,47.75,-116.75,10,12,Osprey,3640,3,1,2,0,P6969709,0,,,,,,B,Pandion haliaetus
B59299675519,B59299675519,,E,9/24/12,24,9,2012,US,US-OR,45.52345,-122.67621,11,12,Osprey,3640,,,,,,,3,21,7,4,12.25,E,Pandion haliaetus
B59299675905,B59299675905,,B,7/11/00,11,7,2000,US,US-ID,47.41667,-116.75,10,12,Osprey,3640,3,0,2,0,P6969709,0,,,,,,B,Pandion haliaetus
B59299675905,B59299675905,,E,5/1/08,1,5,2008,US,US-ID,42.58333,-114.75,10,12,OSPREY,3640,,,,,,,0,23,7,5,7.92,E,Pandion haliaetus
B59299679596,B59299679596,,B,7/9/00,9,7,2000,US,US-MI,44.91667,-83.91667,10,12,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B59299679596,B59299679596,,E,09/76/2003,76,9,2003,US,US-MI,42.75,-84.58333,10,12,,3640,,,,,,,0,22,2,5,,E,Pandion haliaetus
B59299705427,B59299705427,,B,7/18/89,18,7,1989,US,US-MI,46.25,-84.08333,10,12,Osprey,3640,3,1,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B59299705427,B59299705427,,E,11/99/1989,99,11,1989,US,US-MI,45.08333,-83.58333,10,12,,3640,,,,,,,0,22,1,5,0.42,E,Pandion haliaetus
B59299705599,B59299705599,,B,7/17/89,17,7,1989,US,US-MI,46.25,-84.25,10,12,Osprey,3640,3,1,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B59299705599,B59299705599,,E,3/1/92,1,3,1992,US,US-OH,38.91667,-82.08333,10,12,,3640,,,,,,,0,21,1,5,2.75,E,Pandion haliaetus
B59319658375,B59319658375,,B,7/9/75,9,7,1975,US,US-MD,39.08333,-76.08333,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B59319658375,B59319658375,,E,8/4/78,4,8,1978,US,US-MD,38.91667,-76.58333,10,11,,3640,,,,,,,0,21,1,5,3.17,E,Pandion haliaetus
